User ID,Username,Profile Picture URL,Account Creation Date,Number of Friends,Account Type,Bio,Location,Number of Posts,Number of Likes,Number of Comments,Last Active Date,Recent Posts,Sentiment Score,Is Fake Profile
3a672810-3686-4eb6-be68-db6f51a244de,johnrosario,https://picsum.photos/738/640,2020-07-20,4306,Personal,Their room chair stuff this.,Port Davidmouth,84,524,411,2024-09-18,"['Team protect movie. Here teach fight value rich about.\nMovie manage drive program will. Cover outside usually.', 'Hospital speak enter should all actually until. Contain area great thank conference American chance.\nWar agency hundred. Family article sea page appear different clear.']",Negative,0
46e85666-02e9-4cc4-bd90-003aba0b0886,buckdebra,https://dummyimage.com/55x709,2021-01-19,1196,Business,Understand sell black quickly year.,Brownbury,31,97,442,2023-11-04,"['Degree relationship arrive dog couple PM affect. Relationship today already citizen management human. Everything head style only buy good. Cut oil agency skin rise oil significant.', 'Wife own others computer serve decide author. Contain kind save.\nWhatever hope piece myself. Now kitchen color give step worry.', 'Ability body type health collection develop second.\nKid author offer law green maintain. Feeling later meet daughter president.']",Negative,1
a9ba4998-87c5-41de-84e4-70b1157af0a6,cholt,https://placekitten.com/1021/198,2024-08-01,3173,Personal,Movie authority produce yes south wife pretty.,Gibsonside,87,722,327,2025-01-31,"['Yet follow painting nothing land tough people shake. Economy support along they evening have.\nThink happen there join. Address at policy keep public sport ok.', 'Usually mouth a down. Threat performance today smile.\nThird style result machine history approach. Development school fast year join. Much we participant place reach government different.', 'Candidate of ten child. Attorney environment address child condition tonight. Degree city where much rest each program between.', 'Say boy site. Important add wonder land customer.\nReturn here consumer between meeting vote. Office analysis those thing prove car entire. Window audience research measure training Mr land wear.']",Neutral,0
fa503c0a-b51a-408b-b41d-e97c82fddb45,lindsaypeterson,https://dummyimage.com/559x324,2023-12-10,4401,Personal,Clear respond policy boy development.,Geraldhaven,59,167,31,2024-04-10,"['Beyond wall rest student talk others magazine.\nEmployee off drive grow easy its agent. Hold thank source focus after financial yeah bill. Fly none speak manage.', 'Appear national responsibility mean have. Most series fact son. Question moment make.\nVote eight skin into lot line. Production cause discussion character option continue short.', 'Sure garden anything hope. Character gun also hand establish all.\nNever subject at article. Care region entire image. Air family state although Congress. Themselves teach eat edge on.']",Neutral,0
4bf37a31-3722-4c0d-9da8-82bc4546fe96,gjones,https://picsum.photos/181/1019,2024-03-11,1540,Personal,Themselves must throughout level may force.,Codymouth,27,331,434,2024-09-05,"['Election mind thus give different. Hotel another which light item goal least Mr. Public professional between along poor scene alone past. Pull pull inside owner.', 'Large away minute will. Discussion race maintain issue. Close wish huge commercial traditional glass else.', 'Pretty meeting anything their consider prevent. Five our huge they own old nation would. Reduce ability cultural.', 'Six he although think. Admit amount reduce soon floor maintain summer. Note husband cause into American for citizen.\nAnything Mrs six many oil into. Record policy indeed talk movement season.']",Positive,0
5cfc6068-5527-4ccf-b724-345684fb92bc,zoneal,https://dummyimage.com/651x494,2021-03-02,4929,Personal,Increase establish contain his final why.,Jennifermouth,65,66,291,2023-08-03,"['Investment tough should upon page town. Card law performance least. Risk from home both some.\nNone free since two. Near serious agree bag suggest people week notice.', 'Say read fill sport simple. Tv begin story drive. Anyone rather brother building hundred.\nInteresting then ability mission action. Deal of now name sit manager close.', 'Perhaps edge compare focus whose. Together fact turn court. Here must director.\nTend surface interesting property season first. Argue also force project.', 'Own argue role later east clear. Politics image create.\nSure ever never among clear teacher weight. Paper collection together similar edge travel PM.']",Negative,1
21536339-b384-4d8a-815f-e0304daacef3,mcneilnatalie,https://picsum.photos/772/365,2020-05-07,3336,Personal,Hair project spend around wind maintain wrong design.,Blairside,53,458,255,2024-03-02,"['Around reduce here. Management floor recent success nothing education. Visit weight should.\nNo significant figure. Make real produce item throughout story voice. Dream decade science somebody.', 'Air require cultural Democrat high animal result. Return try fear water sit young be.\nDinner meet fight lay election toward. Population small see performance experience line.']",Positive,0
9eec720a-b8a5-4777-8181-7d5fbd347271,vhill,https://picsum.photos/906/955,2024-09-15,3140,Business,Between hear challenge democratic fear industry stand.,Johnborough,1,214,47,2024-12-14,['Rock defense sell rate company good unit cultural. Recently light same. Write federal city traditional hold which.'],Neutral,0
883313e7-e752-4596-9fb3-ef6c8c0cafd3,michelleparker,https://placekitten.com/422/920,2024-02-05,3391,Personal,Democratic hard anything test.,New Ashley,74,103,419,2024-03-03,"['Local guess college. Develop class seven million political Mr. Best eat consumer day line.\nPlan month represent forget rather seek must. Share meeting kitchen front human.', 'Help interest response agree unit bank industry. Deal arrive bill both social fear. Degree various each.\nSuddenly three throw. Company leg yourself kind ball act key. Out window agent discuss space.', 'Half most material heavy voice better pretty. Marriage old it clearly campaign by.']",Neutral,1
01778d72-fd01-4680-8713-540bcb8baf04,vchristensen,https://dummyimage.com/970x529,2023-03-17,4957,Business,Relate finish during my.,South Benjaminville,32,890,224,2023-04-12,"['Thought other note need agency help. Spring outside scientist myself cultural natural.\nBelieve major organization study fall. Along lead right case.', 'Pretty join soldier trouble million start. Quickly former politics expert. Defense through day operation. Check around concern American teach full movie under.', 'Bed despite control behind best anyone course. Example we man ask star.\nFactor early give take. Officer to table talk nature.', 'Health seat tonight small mouth. Meeting sit before start test card create across. Everything student party heavy maybe team hundred alone.\nRepublican short big. Move pay yet.', 'Old parent organization author wait general second. Nothing throughout good let.\nEstablish television policy firm fund land. Real beyond guy hear forget.\nWhere course again meet.']",Neutral,1
347a435a-7b6d-4623-b8e6-47a7bc1e2347,william51,https://dummyimage.com/310x518,2024-12-10,655,Business,Age bring note difficult have claim.,Port Melissaland,70,358,286,2025-01-29,"['Body forward wrong shake begin spring reason expert. Admit camera attention civil woman how.', 'Daughter consider create add network each allow affect. Available cup mind author walk. Must score media money shoulder us.\nDifferent myself actually low. Table we series however.', 'Your election recognize. Young other music. Nation whole school avoid collection authority toward.\nOrganization new technology along capital three whether financial. Major bit financial.', 'Continue office seem event physical also himself major.\nPopulation set move himself. Majority door recognize wrong. Industry camera voice step federal within manage. Center enough on.']",Positive,0
bea3a464-2b45-4507-abd6-268a7685847d,robertmann,https://picsum.photos/54/520,2020-10-07,2260,Business,Gun public mean management.,Tranhaven,70,205,150,2023-07-10,"['Action decade sure. Table improve maybe end possible fund.', 'Despite score team pick these public. Various college option southern especially debate fish. Authority carry soldier piece.', 'Kitchen leave step key. With field commercial small performance key. Clearly commercial scene continue best into senior yes.', 'Either week part by thought first never among. Strategy call institution able law party police.\nResult wear list. Never response win night note analysis play. Start send with feel order standard bar.']",Positive,0
abcaec58-8aec-4b0d-9e1e-2e5d825debf3,james30,https://picsum.photos/723/83,2023-07-22,1547,Business,Central performance give behavior become.,South Nathan,68,742,366,2024-10-21,"['Turn ability without bad thank how. Boy even hospital wife listen guy side somebody. Voice his spring clearly discover.', 'Cup nearly challenge fish ten source effort. Wait worker do threat nearly stage expect.\nTree require least two trade. Bar everything and court. Special we positive fish spring interview at gas.']",Neutral,0
